title,Lrytas.lt,PildykLT,AntanasJ,Bernužėliai,Vu Records,PROTO INDUSTRIJA,Lietuviški filmukai vaikams,Rokas Yan,Bičiuliai,Šeškės,Mrs K Bakes And Cakes,HIPARIKAI,Važiuojam AUTO,15min,Miuziklas „Kakės Makės gimtadienis“,NeRedaguota,Judzikas,Negyvas Eteris,Delfi,Camiworld,Fuxeris,LuLu Vaikai,Smurfai • Lietuvių,Gazas Dugnas TV,KITOKS PASAULIS,cheska,Alfa TV,Rolandas,Martas Tankevičius,Mainexas,Autoplius.lt,Skirmantas Malinauskas,autodoc.LT,Dainius Sinkevičius,LRT VAIKAI,Vikkyxo,Ausrine Gerikiene,KONTRA,EnoxsPC,Stanislavas Stavickis (Stano),Mantas Stonkus,TIKRA RIDA,Augustas Šuliauskas,Delfi Video,Twisteris,BasketNews․LT,"O, Dangau!",Andrius Talzunas,Radijo stotis M-1,Atviras Seimas,SelMusic,Lithuania Explained,Ilja Laurs,Jovani,Mantas Bartuševičius,Skoniu parkas,LNK Televizija,Saulius Prūsaitis oficialus kanalas,Artur Lebedenko Swan,DŽINGLAI,Įdomioji Dokumentika,Kiemo draugai,OpenPlay,Žaidimų Balsas,Dividendų Eksperimentas,Munis,Enoxas,Žinių radijas,TV3 Televizija,Martynas Kavaliauskas,Kūrybinis Potencialas,LaisvėsTV,KARALIAI Official,PonasAkiniuotis,A Team Comedy,Kitokie pasikalbėjimai,DamagePlanas,Radvis,Telia Lietuva,2Kvėpavimas,Betsafe-LKL TV,OpTV,Gintaras Pociūnas,Diana ir draugai,BC WOLVES,Lietuvos nacionalinis radijas ir televizija,LaLand Music,Edvisss,Komentaras TV,Redakcija,ACME Film Lietuva,Emilis Jokūbas,maisto megeja,Natalija Bunke,Svarbeuse Dariti,Pralaužk Vieną Šaltą,Viktorija Rupeikytė - Victoria
Mrs K Bakes And Cakes,0.0,0.0,0.0003779289493575208,0.0,0.0,0.0,0.0,0.0010940919037199124,0.0,0.0,1.0,0.0,0.0,0.0004828585224529213,0.0,0.0,0.0,0.0002370791844476055,0.0007422986514907832,0.001644736842105263,0.0,0.0,0.0,0.0,0.0011441647597254005,0.0,0.0,0.0,0.0,0.0,0.0,0.00032244196044711954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041562759767248546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000711068973690448,0.0,0.0,0.0,0.0,0.0,0.0,0.0018975332068311196,0.0,0.0,0.00017467248908296942,0.0,0.0,0.00018656716417910448,0.0,0.0,0.0,0.0004428697962798937,0.0,0.0,0.0,0.0,0.0,0.0005279831045406547,0.0,0.0,0.0,0.0010193679918450561,0.0,0.0,0.0007324665812122322,0.0,0.0,0.0009242144177449168,0.0,0.0,0.0,0.0,0.0
HIPARIKAI,0.00215633423180593,0.002140845070422535,0.019303083479568814,0.0,0.0006176652254478073,0.016055045871559634,0.0,0.008207343412526998,0.0,0.007403189066059226,0.0,1.0,0.004564125969876769,0.029994445473060544,0.0,0.015274463007159905,0.000617093489663684,0.09221232080588919,0.04472036039995605,0.007451564828614009,0.0009074410163339383,0.0,0.0,0.02193593314763231,0.008351648351648353,0.00712719298245614,0.009144350097975179,0.024714828897338403,0.011177540940992981,0.0,0.005970149253731343,0.03263695003369597,0.0,0.027606098063452822,0.0,0.0017761989342806395,0.0,0.022838499184339316,0.0,0.0059382422802850355,0.060294117647058824,0.01865222623345367,0.022888713496448304,0.01999466808850973,0.0,0.0368517592129398,0.036875,0.004313443565780014,0.005572755417956657,0.0,0.012721490231712857,0.0029469548133595285,0.006640841173215274,0.01568627450980392,0.04515418502202643,0.0,0.040547656661400734,0.005079006772009029,0.023589185265831973,0.0,0.009799118079372856,0.07451499118165784,0.00933572710951526,0.02947845804988662,0.002176278563656148,0.024736842105263158,0.0,0.015315001740341106,0.010036754311563471,0.006276150627615063,0.037387017255546426,0.0330641474935243,0.0011204481792717086,0.0,0.11645299145299146,0.08112874779541446,0.007723995880535531,0.0037654653039268424,0.0,0.0011148272017837235,0.016144349477682812,0.003854307188282906,0.00477326968973747,0.00022471910112359551,0.0006321112515802782,0.012225969645868466,0.0016474464579901153,0.0006139991813344249,0.003498542274052478,0.023397761953204477,0.0,0.07657657657657657,0.0,0.012184873949579832,0.009878760664571173,0.11363636363636363,0.0
Važiuojam AUTO,0.009652509652509652,0.0007430340557275541,0.0037025609379821045,0.0,0.0,0.005017921146953405,0.0,0.0013166556945358788,0.0025031289111389237,0.0010471204188481676,0.0,0.004564125969876769,1.0,0.019313304721030045,0.0,0.01744529863985807,0.0,0.005627344726969571,0.016721234798877455,0.004962779156327543,0.0,0.0,0.0,0.035627135187896536,0.016472203157172273,0.0019569471624266144,0.029850746268656716,0.01552013422818792,0.0029335071707953064,0.0,0.024676850763807285,0.013806504397627326,0.0,0.01570996978851964,0.0,0.0011389521640091116,0.0,0.0084985835694051,0.0,0.004561003420752566,0.007785888077858881,0.012195121951219513,0.009648127128263337,0.019627749576988155,0.0,0.006892697466467959,0.010488100040338847,0.001010611419909045,0.0012345679012345679,0.0,0.00425531914893617,0.004915514592933948,0.003992015968063872,0.006923837784371909,0.008364312267657992,0.0,0.008673026886383347,0.0031088082901554403,0.007933194154488519,0.0,0.01380991064175467,0.004329004329004329,0.002508780732563974,0.004246284501061571,0.005865102639296188,0.008,0.0,0.020368574199806012,0.011986575035959726,0.0009009009009009009,0.008244994110718492,0.01015744032503809,0.00205761316872428,0.0,0.005194805194805195,0.010938602681721948,0.0,0.0009505703422053232,0.0,0.0,0.006065200909780136,0.017357093265447814,0.005773672055427252,0.0,0.0,0.006975269499048827,0.0009900990099009901,0.00011155734047300312,0.019821938518394085,0.011467889908256881,0.0,0.008,0.0,0.002512562814070352,0.0034940600978336828,0.00558659217877095,0.0011376564277588168
15min,0.03644486245003527,0.001750853541101287,0.006083650190114068,0.0011845534233593934,0.0016818837097549255,0.01751388295600171,0.0,0.004525817732976754,0.0009617696561673479,0.005355064027939465,0.0004828585224529213,0.029994445473060544,0.019313304721030045,1.0,0.0,0.08970046452026269,0.0013831258644536654,0.04586101175268268,0.11628552911767429,0.006376429199648197,0.0008419280151547042,0.0,0.0,0.01725097384529772,0.010853683990816114,0.0013698630136986301,0.0983638488507986,0.010307477288609364,0.005151420543240711,0.0,0.004984571564206029,0.08704552898788077,0.0,0.02981417194200531,0.0,0.0002358490566037736,0.0,0.010953902327704245,0.00021381227282446012,0.003547776726584674,0.01741573033707865,0.006102729276148499,0.04811416921508665,0.11101429069362147,0.0,0.09862155388471178,0.10719003585582185,0.0011242270938729624,0.0011996161228406909,0.0,0.009507711810690893,0.014840881272949816,0.008543061648580005,0.011429642121041785,0.009305492510213346,0.0,0.009368726299353113,0.004407330085826954,0.03422149261270362,0.0,0.009636443276390714,0.01568547565695661,0.009796533534287867,0.013628318584070797,0.00434583714547118,0.011701170117011701,0.00019312475859405175,0.11939381527749335,0.09339048048725468,0.0044913541432741975,0.02900020279862097,0.09675523160122267,0.002311604253351826,0.0,0.03912248628884826,0.04514937898623699,0.0026702269692923898,0.0013608528010886822,0.0,0.0009214466712739,0.028515025224830008,0.08503496503496503,0.004508780256288562,0.0002857959416976279,0.00682261208576998,0.044744617982271,0.0018327605956471936,0.0007306380905991232,0.08475160993560257,0.06463951042264296,0.0,0.026610878661087866,0.0009791921664626683,0.007518796992481203,0.003136107045787163,0.02849441663457836,0.001180080245456691
Miuziklas „Kakės Makės gimtadienis“,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NeRedaguota,0.018402891883010187,0.0004936321453253036,0.0024560740600793503,0.0006861063464837049,0.0003497726477789437,0.01947477131897315,0.0,0.003368893879842785,0.0003505082369435682,0.0013311148086522463,0.0,0.015274463007159905,0.01744529863985807,0.08970046452026269,0.0,1.0,0.0004463289444320464,0.024121500893388922,0.06934633369813949,0.0046111281893636644,0.0,0.0,0.0,0.019287109375,0.006837606837606838,0.0013016596160104132,0.08168873344991257,0.004264870931537598,0.004110393423370522,0.0,0.006191950464396285,0.06582346129865503,0.0,0.025260845689181768,0.0,0.0,0.0,0.010032362459546926,0.000594000594000594,0.0013651877133105802,0.01376597836774828,0.003688435669342591,0.016445623342175066,0.0896967089696709,0.0,0.02925752139111234,0.034263671431813025,0.0007442322004465393,0.0013986013986013986,0.0,0.006090487238979118,0.016418480336006108,0.013249420337860219,0.005904059040590406,0.005124919923126201,0.0,0.0024937655860349127,0.00232249502322495,0.030707010185739965,0.0,0.010097919216646267,0.006845564074479737,0.005210918114143921,0.007755474452554745,0.004235907461713913,0.007269279393173199,0.000517063081695967,0.10735215769845498,0.07458669742406766,0.0012658227848101266,0.02337591736885023,0.07521115431022925,0.00033046926635822867,0.0,0.02844381758345087,0.02479683267347364,0.0006259780907668231,0.00032206119162640903,0.0,0.0013192612137203166,0.01076555023923445,0.07019581812147362,0.0023997257456290708,0.0001757469244288225,0.002129925452609159,0.030568921596377016,0.0006531678641410843,0.0004540088985744121,0.07645422021995495,0.07092555331991952,0.0,0.014721345951629864,0.0007199424046076314,0.004957312035251997,0.0,0.017920242301867742,0.0
Judzikas,0.0,0.0544382801664355,0.03245192307692308,0.0015764582238570678,0.0005411255411255411,0.00040933278755628325,0.0,0.0023464998044583495,0.0005428881650380022,0.000500751126690035,0.0,0.000617093489663684,0.0,0.0013831258644536654,0.0,0.0004463289444320464,1.0,0.0011945392491467576,0.0011309891013777504,0.0004432624113475177,0.013738551207327226,0.0,0.0,0.0006325110689437065,0.0,0.011257953989231522,0.0,0.0023154848046309695,0.035705305506663315,0.0,0.0,0.0005479952507078272,0.0,0.0,0.0,0.0,0.0,0.000474158368895211,0.031045037166593792,0.0005202913631633715,0.0009646302250803858,0.0005535566011624688,0.004271982912068352,0.0007403751233958539,0.0022346368715083797,0.003892868265337901,0.0011289867344058708,0.0338577291381669,0.0,0.0,0.0008143322475570033,0.002091078066914498,0.0,0.002932551319648094,0.00235626767200754,0.0,0.0036413290851160674,0.00099601593625498,0.001364721937905152,0.0,0.0043859649122807015,0.0030097817908201654,0.008291873963515755,0.0023536334215945864,0.0009666505558240696,0.001841620626151013,0.03888081395348837,0.0,0.000542740841248304,0.0009298000929800093,0.0010905125408942203,0.000856775667571041,0.0004962779156327543,0.015408320493066256,0.002085195114685731,0.0020518081559374197,0.007837713231904103,0.003352490421455939,0.0,0.0004940711462450593,0.005091217649554518,0.0005519779208831647,0.0,0.030609997797841886,0.0011049723756906078,0.0015232292460015233,0.0029311187103077674,0.04522665552538124,0.0002812543945999156,0.0006163328197226503,0.0,0.0034201525914233097,0.0,0.00456968773800457,0.007317073170731708,0.00033101621979476995,0.0005205622071837585
Negyvas Eteris,0.0022356360384529397,0.0038347568415548197,0.015945330296127564,0.00023255813953488373,0.0007073803348266918,0.0155299055613851,0.0,0.012043274137579097,0.0002360160490913382,0.005033173186913749,0.0002370791844476055,0.09221232080588919,0.005627344726969571,0.04586101175268268,0.0,0.024121500893388922,0.0011945392491467576,1.0,0.08282756158514816,0.011304347826086957,0.0002070822116380203,0.0,0.0,0.02,0.0057259713701431495,0.002922661870503597,0.010254596888260255,0.015251299826689775,0.011019711314604998,0.0,0.0025593299208934387,0.05617088607594937,0.0,0.01952191235059761,0.0,0.0018570102135561746,0.0,0.012132105144911256,0.0,0.0032527881040892194,0.0720124562086415,0.012295772275560047,0.021343254356765224,0.027070063694267517,0.0,0.0476303317535545,0.035913528591352856,0.0033333333333333335,0.0028328611898017,0.0,0.0083108248493663,0.00599880023995201,0.004294755877034358,0.015775798069784706,0.02819463392451114,0.0,0.029082774049217,0.004103031684522453,0.0480598529038803,0.0,0.007310255858955063,0.057901337792642144,0.013425321648331158,0.032200676036292473,0.0029193801931282283,0.020768200089325593,0.0005713197486193106,0.019503219871205152,0.018452877397831528,0.003973509933774834,0.031243741237732825,0.054260089686098655,0.0011348161597821154,0.0,0.08845208845208845,0.07818648417450813,0.0035049288061336256,0.002455905336012503,0.0,0.001813236627379873,0.008894536213468869,0.006682945636807608,0.0032603632976245926,0.0007072135785007072,0.0009517011658339282,0.01782458983188171,0.003383713061132416,0.0011301259283177268,0.008057675996607293,0.033522623191060634,0.0,0.05757111224663601,0.00024021138601969732,0.013491743858236005,0.006402313093762908,0.09059794644654721,0.0004634994206257242
Delfi,0.01915568570034163,0.00463537246197036,0.01440922190201729,0.0004897759275131628,0.001110425663170882,0.015271625087432968,0.0,0.01215317587709241,0.0007405578869414959,0.005353449324735369,0.0007422986514907832,0.04472036039995605,0.016721234798877455,0.11628552911767429,0.0,0.06934633369813949,0.0011309891013777504,0.08282756158514816,1.0,0.009835288541296363,0.0008052455999079719,0.0,0.0,0.020123336579032782,0.011743034768593138,0.002285851780558229,0.08514492753623189,0.015342866089134747,0.009233161628924094,0.0,0.00454433800049128,0.1074667181169207,0.0,0.030733944954128442,0.0,0.0025719534598897735,0.0,0.012818962389648083,0.00023199164830066117,0.003431372549019608,0.03384411861977731,0.010431581100429535,0.020325659741718134,0.09010246118094434,0.0,0.04128440366972477,0.0350210970464135,0.0032404406999351912,0.0024697456162015314,0.0,0.010659251535163944,0.01041169166109466,0.005929332042594385,0.018310626702997275,0.01352657004830918,0.0,0.014857416726575605,0.0060790273556231,0.06840993132593766,0.0,0.008368694012258369,0.02021932830705963,0.015164739253763911,0.01682085786375105,0.003370245546461242,0.013325330132052822,0.0006580390436499232,0.06846049046321526,0.08876826055719646,0.004534606205250597,0.027923410075222248,0.10598233627728712,0.002057115198451113,0.00012134449702705982,0.040635469577434344,0.06102013142797538,0.0023721978412999645,0.002398081534772182,0.0,0.0020548773117369757,0.012429643527204503,0.08320992225101814,0.002697400686611084,0.0007314620096918717,0.0016121031746031745,0.03046802594995366,0.003135552339604438,0.001847063169560399,0.10052648897663705,0.05104972375690608,0.0,0.037361053931659116,0.00049813200498132,0.013086026399635867,0.0040192926045016075,0.036379868318268054,0.0013454011741682974
Camiworld,0.0011467889908256881,0.002789753994420492,0.007194244604316547,0.0014492753623188406,0.001579778830963665,0.0008143322475570033,0.0,0.0022304832713754648,0.0,0.005134788189987163,0.001644736842105263,0.007451564828614009,0.004962779156327543,0.006376429199648197,0.0,0.0046111281893636644,0.0004432624113475177,0.011304347826086957,0.009835288541296363,1.0,0.0016420361247947454,0.0,0.0,0.004639175257731959,0.008481110254433308,0.004722550177095631,0.0023820867079561697,0.0026761819803746653,0.004149377593360996,0.0,0.0,0.009954375777685608,0.0,0.016857720836142953,0.0,0.008571428571428572,0.0,0.006749156355455568,0.0008756567425569177,0.005681818181818182,0.009574468085106383,0.0020876826722338203,0.0050062578222778474,0.0063784549964564135,0.0,0.0022988505747126436,0.0038743004735256135,0.003886729594669628,0.006309148264984227,0.0,0.004038772213247173,0.0009693053311793214,0.0024067388688327317,0.00431266846361186,0.008849557522123894,0.0,0.015384615384615385,0.0025220680958385876,0.010638297872340425,0.0,0.01606805293005671,0.005544005544005544,0.007730535615681944,0.007352941176470588,0.0,0.0062827225130890054,0.0018281535648994515,0.003116883116883117,0.0040756439517443755,0.002136752136752137,0.010505581089954037,0.006252170892671066,0.00125,0.0,0.009394081728511038,0.014700339238597813,0.0062176165803108805,0.0,0.0,0.0,0.0008673026886383347,0.003564638783269962,0.0028735632183908046,0.001445086705202312,0.0016778523489932886,0.0042583392476933995,0.0023923444976076554,0.0012527047033367498,0.0028906648529161707,0.009438648782911079,0.0,0.010497667185069984,0.0036231884057971015,0.008504606661941885,0.0015860428231562252,0.011758118701007838,0.0028368794326241137
Fuxeris,0.0009523809523809524,0.012648716343143395,0.026788528206744405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009074410163339383,0.0,0.0008419280151547042,0.0,0.0,0.013738551207327226,0.0002070822116380203,0.0008052455999079719,0.0016420361247947454,1.0,0.0,0.0,0.0009411764705882353,0.0,0.013793103448275862,0.0,0.006221484861053505,0.030424607154797726,0.0,0.001141552511415525,0.00040346984062941297,0.0,0.0011876484560570072,0.0,0.0,0.0,0.0,0.008396946564885497,0.0011299435028248588,0.0019305019305019305,0.0027226760015558148,0.001122334455667789,0.0,0.009333333333333334,0.0011102886750555144,0.0011966493817311527,0.017939518195797026,0.0,0.0,0.0007042253521126761,0.0003053435114503817,0.0,0.0004901960784313725,0.001838235294117647,0.0,0.000856898029134533,0.0,0.0006211180124223603,0.0,0.0024,0.001229256299938537,0.0009995002498750624,0.0012674271229404308,0.000968054211035818,0.001759014951627089,0.017308766052484645,0.0004743833017077799,0.0,0.0,0.0005827505827505828,0.00016747613465081226,0.0010224948875255625,0.018418201516793065,0.0012908777969018934,0.002094972067039106,0.006129597197898424,0.007619047619047619,0.0,0.0,0.0037678975131876413,0.0,0.0,0.004134509371554576,0.0012919896640826874,0.0,0.0009852216748768472,0.015970098538905877,0.0,0.0,0.0,0.006889050036258158,0.0,0.002504696305572949,0.05413313825896123,0.0,0.0
LuLu Vaikai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smurfai • Lietuvių,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gazas Dugnas TV,0.0016882386043894203,0.0023879918125994997,0.0127000254000508,0.0018808777429467085,0.0006493506493506494,0.013763644992880873,0.0,0.0026678523788350376,0.0,0.005353955978584176,0.0,0.02193593314763231,0.035627135187896536,0.01725097384529772,0.0,0.019287109375,0.0006325110689437065,0.02,0.020123336579032782,0.004639175257731959,0.0009411764705882353,0.0,0.0,1.0,0.008652094717668488,0.002852253280091272,0.005006675567423231,0.07167119565217392,0.009269067796610169,0.0,0.03279742765273312,0.021785028790786948,0.0,0.016414141414141416,0.0,0.0018633540372670807,0.0,0.009523809523809525,0.0,0.00685785536159601,0.02334914264866837,0.059596283242550466,0.009236947791164659,0.014347590687601516,0.0,0.014543050735415633,0.017593465284322967,0.0033259423503325942,0.0025957170668397143,0.0,0.009389671361502348,0.004262788365095286,0.006362058993637941,0.01353823637028906,0.012242626599888704,0.0,0.009579563597658328,0.0029463759575721863,0.00980392156862745,0.0,0.011224489795918367,0.018134715025906734,0.006261510128913444,0.01873767258382643,0.008004574042309892,0.014665942422596416,0.0,0.01611170784103115,0.008132401198459123,0.0016286644951140066,0.012836438923395446,0.017615793470007593,0.0011723329425556857,0.0,0.018666666666666668,0.029756795422031475,0.0075107296137339056,0.004496908375491849,0.0,0.002335084646818447,0.008317025440313111,0.003913894324853229,0.005639097744360902,0.00022878059940517045,0.0006653359946773121,0.00737527114967462,0.004027617951668585,0.0015489467162329617,0.005318363126015659,0.015198618307426597,0.0,0.026947861745752782,0.0,0.009532062391681109,0.009302325581395349,0.019917324314167605,0.0012406947890818859
KITOKS PASAULIS,0.004409171075837742,0.0009796718099436689,0.002997601918465228,0.0010460251046025104,0.0,0.006734006734006734,0.0,0.003107520198881293,0.0,0.0019102196752626551,0.0011441647597254005,0.008351648351648353,0.016472203157172273,0.010853683990816114,0.0,0.006837606837606838,0.0,0.0057259713701431495,0.011743034768593138,0.008481110254433308,0.0,0.0,0.0,0.008652094717668488,1.0,0.0017937219730941704,0.01847872797593468,0.003993610223642172,0.002530044275774826,0.0,0.0031185031185031187,0.00836440592562733,0.0,0.010826210826210826,0.0,0.0,0.0,0.0078125,0.0,0.00205761316872428,0.005109150023223409,0.0026325686348251222,0.0037533512064343165,0.012716009129442452,0.0,0.002187386073641998,0.004252029377657518,0.000482392667631452,0.0011074197120708748,0.0,0.006,0.0014885382554331646,0.007332722273143905,0.0018823529411764706,0.005977796754910333,0.0,0.00641025641025641,0.005687203791469194,0.013176858142886555,0.0,0.028374233128834355,0.004681100058513751,0.0014367816091954023,0.006139991813344249,0.004476275738585497,0.004914004914004914,0.0010482180293501049,0.00641319285387082,0.00673769978063303,0.002497918401332223,0.005011135857461025,0.008823039786915265,0.0009380863039399625,0.0009737098344693282,0.0058309037900874635,0.010936431989063569,0.0008090614886731392,0.0026246719160104987,0.0,0.00186219739292365,0.0,0.01149166291122127,0.008368200836820083,0.0,0.0,0.005382775119617225,0.0018148820326678765,0.0007733952049497294,0.026477935054121566,0.00877963125548727,0.0,0.00986958054282693,0.0024449877750611247,0.0029691211401425177,0.0032808398950131233,0.007288629737609329,0.00102880658436214
cheska,0.0,0.006652752413253326,0.016537649542575653,0.0,0.0,0.0009643201542912247,0.0,0.0008650519031141869,0.0,0.003389830508474576,0.0,0.00712719298245614,0.0019569471624266144,0.0013698630136986301,0.0,0.0013016596160104132,0.011257953989231522,0.002922661870503597,0.002285851780558229,0.004722550177095631,0.013793103448275862,0.0,0.0,0.002852253280091272,0.0017937219730941704,1.0,0.0005230125523012552,0.003904343582235237,0.014205607476635514,0.0,0.0019723865877712033,0.0009433962264150943,0.0,0.0030464584920030465,0.0,0.0019455252918287938,0.0,0.0042796005706134095,0.006342494714587738,0.001937984496124031,0.003527336860670194,0.0018140589569160999,0.002834868887313962,0.0011337868480725624,0.007792207792207792,0.0019876764062810573,0.0018717828731867104,0.016981132075471698,0.0044943820224719105,0.0,0.0009514747859181732,0.0,0.0,0.004204204204204204,0.004178272980501393,0.0,0.007566204287515763,0.0,0.0008968609865470852,0.0,0.00683371298405467,0.006389776357827476,0.003069367710251688,0.020918367346938777,0.007575757575757576,0.003911342894393742,0.013249651324965132,0.0017271157167530224,0.00033523298692591353,0.0,0.0014858841010401188,0.0017879492222420883,0.0,0.010619469026548672,0.005649717514124294,0.006033789219629927,0.034482758620689655,0.00583941605839416,0.0,0.0016181229773462784,0.004171011470281543,0.0,0.001976284584980237,0.0027565084226646246,0.0024691358024691358,0.0016366612111292963,0.006220839813374806,0.009033317691224778,0.0001752541184717841,0.0027233115468409588,0.0,0.005847953216374269,0.0,0.004893964110929853,0.015151515151515152,0.008109794135995009,0.0
Alfa TV,0.061437191442676904,0.0005577244841048522,0.0014506769825918763,0.0005707762557077625,0.0011806375442739079,0.013716814159292035,0.0,0.002079002079002079,0.001184834123222749,0.0021727322107550242,0.0,0.009144350097975179,0.029850746268656716,0.0983638488507986,0.0,0.08168873344991257,0.0,0.010254596888260255,0.08514492753623189,0.0023820867079561697,0.0,0.0,0.0,0.005006675567423231,0.01847872797593468,0.0005230125523012552,1.0,0.00424757281553398,0.0012623074981065387,0.0,0.003990877993158495,0.038154733301297455,0.0,0.022682053322721846,0.0,0.0005659309564233164,0.0,0.006687242798353909,0.0,0.0022650056625141564,0.006802721088435374,0.0002889338341519792,0.015993907083015995,0.1382730455075846,0.0,0.014506769825918761,0.022289156626506025,0.0003485535029627048,0.0005885815185403178,0.0,0.006110868616324749,0.005802707930367505,0.006372809346787042,0.0037748798901853123,0.007656967840735069,0.0,0.007858546168958742,0.005958829902491874,0.024184879971336438,0.0,0.00706880301602262,0.004798080767692923,0.0038247566063977748,0.0012307692307692308,0.0031380753138075313,0.006467661691542288,0.0007396449704142012,0.1441131498470948,0.0839087361152807,0.0015022533800701052,0.02,0.06179340250890506,0.0005370569280343716,0.0,0.017427122940430924,0.018448182311448725,0.0004921259842519685,0.0005151983513652757,0.0,0.0005344735435595938,0.007730786721236926,0.12470738454990424,0.003993154592127781,0.0002209456473707468,0.0006031363088057901,0.044706874736398144,0.0,0.00030453761039488374,0.12312409230272713,0.044211947350658115,0.0,0.007707129094412331,0.0018598884066955983,0.002824858757062147,0.0,0.009500351864883884,0.0011318619128466328
Rolandas,0.001445086705202312,0.005627275736511089,0.029298751200768493,0.0010554089709762533,0.001088139281828074,0.0053674649050371595,0.0,0.0007836990595611285,0.0,0.0025201612903225806,0.0,0.024714828897338403,0.01552013422818792,0.010307477288609364,0.0,0.004264870931537598,0.0023154848046309695,0.015251299826689775,0.015342866089134747,0.0026761819803746653,0.006221484861053505,0.0,0.0,0.07167119565217392,0.003993610223642172,0.003904343582235237,0.00424757281553398,1.0,0.018839861179970253,0.0,0.006871035940803382,0.01775918177591818,0.0,0.019534184823441023,0.0,0.0020964360587002098,0.0,0.011068334937439845,0.0012787723785166241,0.0036706869428421605,0.01870692484410896,0.13933649289099526,0.00860832137733142,0.00571712652249565,0.0,0.007354091691441089,0.007977207977207978,0.005672339005672339,0.003810560696788242,0.0,0.0036885245901639345,0.0013959981386691485,0.0014734774066797642,0.008544199802826159,0.009051929490233444,0.0,0.011049723756906077,0.0015015015015015015,0.007390855964248883,0.0,0.008399646330680813,0.015284677111196026,0.0029781601588352085,0.009806835066864784,0.0038948393378773127,0.011199253383107793,0.001053740779768177,0.006093649775497113,0.0032693093583980384,0.001869158878504673,0.008449669360764144,0.009663926150295687,0.000997506234413965,0.0,0.016358679188124812,0.023097112860892388,0.0050784856879039705,0.0014402304368698992,0.0,0.0019880715705765406,0.006396588486140725,0.0024002954209748893,0.0036900369003690036,0.0010715816545220746,0.001110494169905608,0.00191131498470948,0.003436426116838488,0.004925118102321841,0.000704324552753909,0.004342431761786601,0.0,0.029769959404600813,0.0,0.0072796934865900385,0.01688632619439868,0.01481980464802964,0.0015706806282722514
